npm/npmjs/-/JSONStream/1.3.5, MIT OR Apache-2.0, approved, clearlydefined
npm/npmjs/@webassemblyjs/ieee754/1.11.1, MIT, approved, clearlydefined
npm/npmjs/@webassemblyjs/leb128/1.11.1, Apache-2.0, approved, clearlydefined
npm/npmjs/@webassemblyjs/utf8/1.11.1, MIT, approved, clearlydefined
npm/npmjs/@webassemblyjs/wasm-edit/1.11.1, MIT, approved, clearlydefined
npm/npmjs/@webassemblyjs/wasm-gen/1.11.1, MIT, approved, clearlydefined
npm/npmjs/@webassemblyjs/wasm-opt/1.11.1, MIT, approved, clearlydefined
npm/npmjs/@webassemblyjs/wasm-parser/1.11.1, MIT, approved, clearlydefined
npm/npmjs/@webassemblyjs/wast-printer/1.11.1, MIT, approved, clearlydefined
npm/npmjs/@webpack-cli/configtest/1.0.4, MIT, approved, clearlydefined
npm/npmjs/@webpack-cli/info/1.3.0, MIT, approved, clearlydefined
npm/npmjs/@webpack-cli/serve/1.5.1, MIT, approved, clearlydefined
npm/npmjs/@xtuc/ieee754/1.2.0, BSD-3-Clause, approved, #123
npm/npmjs/@xtuc/long/4.2.2, Apache-2.0, approved, clearlydefined
